PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
2255,230423793,-77.273697,-3.612984,0.034499,0.006317,-0.006544,0.039257,0.801556,0.085886,0.049631
2256,230440460,-77.266663,-3.611495,0.034161,0.011967,0.012221,0.034611,0.776571,0.059710,0.051168
2257,230457127,-77.269875,-3.611031,0.035339,-0.009128,0.017547,0.043214,0.169857,-0.043298,0.012147
2258,230473794,-77.281982,-3.611281,0.036769,0.015256,0.018639,0.045945,-0.362497,-0.076428,-0.025062
2259,230490461,-77.295044,-3.611784,0.037525,-0.011029,-0.004669,0.046684,-0.423826,-0.032669,-0.050111
2260,230507128,-77.298157,-3.611404,0.037197,-0.017355,-0.014898,0.049747,0.169947,0.030959,-0.009528
2261,230523795,-77.287659,-3.611359,0.036469,-0.006756,-0.014014,0.043349,0.985353,0.046557,-0.033962
2262,230540462,-77.271202,-3.609378,0.034708,-0.019675,0.003417,0.043024,1.338193,0.147638,0.062117
2263,230557129,-77.262047,-3.610115,0.033090,0.002201,0.028345,0.054261,0.900984,0.088204,-0.091053
2264,230573796,-77.265045,-3.610081,0.034637,-0.002060,-0.001665,0.058694,0.183457,-0.073957,-0.007543
2265,230590463,-77.270134,-3.610858,0.035197,-0.006652,0.005546,0.037687,0.053332,-0.020375,-0.069718
2266,230607130,-77.269432,-3.610801,0.035295,0.017759,-0.013546,0.049762,0.400051,0.009355,-0.025267
2267,230623797,-77.258530,-3.610373,0.033723,-0.001527,-0.000929,0.033380,1.006048,0.098782,-0.022616
2268,230640464,-77.245956,-3.609897,0.031605,0.002713,-0.000335,0.051306,1.104656,0.130939,-0.026368
2269,230657131,-77.241402,-3.608549,0.031490,-0.002066,0.012676,0.037047,0.629874,0.043996,0.046506
2270,230673798,-77.248016,-3.608681,0.032528,0.005509,0.011510,0.032904,-0.035845,-0.049881,-0.023244
2271,230690465,-77.260315,-3.608786,0.034624,0.001799,0.000800,0.035598,-0.372434,-0.089017,-0.012717
2272,230707132,-77.268250,-3.607969,0.034927,0.007060,-0.010299,0.039399,-0.117460,0.007921,0.021905
2273,230723799,-77.265282,-3.607924,0.035082,0.000118,-0.016422,0.058692,0.534864,0.006768,-0.025433
2274,230740466,-77.258469,-3.607123,0.035309,0.000395,-0.001511,0.040846,0.766799,0.023416,0.017884
2275,230757133,-77.253128,-3.605981,0.034109,0.012972,0.017412,0.036136,0.672583,0.099691,0.021624
2276,230773800,-77.258041,-3.606174,0.033759,0.001441,0.012668,0.035426,0.061925,0.024479,-0.044400
2277,230790467,-77.269569,-3.606825,0.035048,0.009322,0.000966,0.052553,-0.328829,-0.077094,-0.049881
2278,230807134,-77.275764,-3.608067,0.035191,0.004335,-0.019135,0.048986,-0.013767,-0.024806,-0.096662
2279,230823801,-77.271301,-3.608812,0.034425,-0.000502,-0.003512,0.032771,0.622126,0.047364,-0.083856
2280,230840468,-77.257446,-3.607371,0.034439,-0.004949,0.002740,0.041743,1.188756,0.034545,0.053575
2281,230857135,-77.244820,-3.606587,0.033963,0.007676,0.014024,0.047174,1.112558,0.055906,0.008843
2282,230873802,-77.243195,-3.608330,0.034175,-0.004183,0.029051,0.029990,0.456105,-0.022782,-0.128717
2283,230890469,-77.251793,-3.608756,0.034080,-0.005375,0.015440,0.047359,-0.158133,0.013274,-0.056719
2284,230907136,-77.262749,-3.608692,0.035452,-0.015553,-0.000192,0.052967,-0.295814,-0.052557,-0.011705
2285,230923803,-77.263344,-3.609230,0.035464,0.005995,-0.020018,0.041892,0.320498,0.020548,-0.064800
2286,230940470,-77.252693,-3.608400,0.035757,-0.001133,-0.030100,0.045620,0.998031,-0.003458,0.025478
2287,230957137,-77.241524,-3.608127,0.034883,-0.003252,0.004291,0.049849,1.024399,0.065933,-0.024832
2288,230973804,-77.239647,-3.608059,0.034970,-0.007236,0.010382,0.056501,0.470512,0.009099,-0.023666
2289,230990471,-77.248505,-3.607811,0.036090,-0.017905,0.014379,0.037653,-0.171362,-0.035448,-0.003035
2290,231007138,-77.262024,-3.608271,0.037127,0.009330,0.022189,0.050453,-0.450194,-0.055042,-0.042581
2291,231023805,-77.268761,-3.608263,0.037899,-0.003718,-0.015858,0.039852,-0.044489,-0.044989,-0.015470
2292,231040472,-77.266548,-3.607042,0.038034,0.009574,-0.013430,0.046157,0.492590,0.011673,0.045956
2293,231057139,-77.257843,-3.605690,0.036152,-0.000340,0.020386,0.050318,0.872669,0.138930,0.025568
2294,231073806,-77.257187,-3.604937,0.036290,-0.014248,0.023101,0.027562,0.396350,0.022994,0.015246
2295,231090473,-77.265541,-3.604444,0.037172,0.000008,0.001919,0.047587,-0.140652,-0.031452,0.010444
2296,231107140,-77.277809,-3.606403,0.038239,-0.004084,0.000255,0.037977,-0.375034,-0.059665,-0.133148
2297,231123807,-77.282745,-3.606270,0.039174,-0.007196,-0.006821,0.047673,0.065434,-0.059229,-0.004200
2298,231140474,-77.274300,-3.606208,0.037666,-0.002640,-0.008794,0.043215,0.857263,0.097616,-0.044630
2299,231157141,-77.258804,-3.605526,0.036398,-0.013883,0.012745,0.050310,1.282895,0.091879,-0.005263
2300,231173808,-77.251251,-3.605969,0.035991,0.001617,0.025300,0.027533,0.808753,0.038310,-0.063187
2301,231190475,-77.254089,-3.607181,0.037391,-0.007799,0.009147,0.046211,0.192447,-0.089708,-0.080027
2302,231207142,-77.260071,-3.606640,0.038041,0.005981,-0.012155,0.043216,0.001351,-0.021630,0.012224
2303,231223809,-77.259766,-3.606384,0.038238,-0.000634,-0.012764,0.043534,0.377141,-0.012973,-0.007069
2304,231240476,-77.253235,-3.606295,0.036848,0.001004,-0.007885,0.024275,0.745054,0.078394,-0.038150
2305,231257143,-77.242317,-3.605703,0.035303,-0.004847,0.014863,0.047325,1.006650,0.108323,-0.014138
2306,231273810,-77.238564,-3.605387,0.034468,-0.014403,0.024871,0.040362,0.579955,0.060516,-0.020132
2307,231290477,-77.247169,-3.605732,0.034250,0.014567,0.011392,0.050798,-0.159132,0.016334,-0.051738
2308,231307144,-77.259392,-3.606373,0.035535,0.004291,-0.003467,0.046418,-0.371371,-0.063263,-0.052224
2309,231323811,-77.265022,-3.606966,0.036184,-0.008701,-0.011611,0.036929,0.022213,-0.032106,-0.056297
2310,231340478,-77.264320,-3.606534,0.036315,0.005767,-0.010278,0.045253,0.398770,0.016757,-0.004085
2311,231357145,-77.262360,-3.605628,0.036233,-0.004177,0.004328,0.049482,0.475352,0.032061,0.021739
2312,231373812,-77.260742,-3.604600,0.035570,-0.011575,0.022831,0.038445,0.450867,0.055906,0.024006
2313,231390479,-77.266144,-3.605143,0.036897,-0.012778,0.012540,0.036023,0.038028,-0.071498,-0.044822
2314,231407146,-77.275063,-3.605772,0.037044,-0.000731,0.004294,0.036818,-0.176382,-0.020772,-0.059524
2315,231423813,-77.281952,-3.606128,0.036778,-0.005050,0.000825,0.039040,-0.055042,0.002017,-0.048728
2316,231440480,-77.280296,-3.605655,0.036435,0.015049,-0.010160,0.040442,0.455746,0.028347,-0.003291
2317,231457147,-77.271904,-3.605587,0.036227,-0.005242,0.015784,0.046232,0.860721,0.012352,-0.024691
2318,231473814,-77.263687,-3.605060,0.035957,-0.021628,0.008439,0.037255,0.849874,0.031612,-0.000435
2319,231490481,-77.261703,-3.604936,0.036639,0.003493,0.024809,0.037979,0.478823,-0.026074,-0.013088
2320,231507148,-77.266350,-3.606428,0.037217,0.003712,0.024977,0.035606,0.081865,-0.053441,-0.105909
2321,231523815,-77.273354,-3.607341,0.037133,0.009925,-0.009392,0.030249,-0.063353,0.003579,-0.082947
2322,231540482,-77.273277,-3.606697,0.036423,-0.010615,-0.011826,0.045074,0.359493,0.053550,0.001684
2323,231557149,-77.266182,-3.606756,0.036552,-0.009458,0.010789,0.040846,0.784664,-0.006121,-0.029493
2324,231573816,-77.256287,-3.606667,0.036292,-0.000517,0.016864,0.038971,0.948560,0.037388,-0.029186
2325,231590483,-77.253036,-3.606231,0.035832,-0.018529,0.024163,0.054448,0.550936,0.045021,-0.009682
2326,231607150,-77.260651,-3.606708,0.037483,-0.003286,0.017830,0.062812,-0.094741,-0.076198,-0.038790
2327,231623817,-77.273849,-3.605958,0.038191,-0.011137,0.004783,0.045671,-0.431945,-0.025984,0.026400
2328,231640484,-77.281555,-3.606814,0.038665,-0.004066,-0.021745,0.033998,-0.102553,-0.032157,-0.071984
2329,231657151,-77.276047,-3.605507,0.037831,0.003485,-0.006152,0.027983,0.684442,0.074066,0.037670
2330,231673818,-77.263924,-3.605170,0.036691,0.003030,-0.002364,0.035850,1.079556,0.093531,-0.027188
2331,231690485,-77.256554,-3.606037,0.036738,0.008817,0.033762,0.035704,0.800634,-0.005737,-0.078400
2332,231707152,-77.260536,-3.606251,0.036078,-0.001220,0.037847,0.057570,0.114508,0.046250,-0.050649
2333,231723819,-77.274567,-3.607782,0.036873,-0.004640,0.009151,0.060320,-0.481365,-0.062905,-0.106203
2334,231740486,-77.286308,-3.607966,0.037782,-0.004451,-0.009380,0.042431,-0.343735,-0.052724,-0.025728
2335,231757153,-77.285912,-3.608530,0.038652,0.010938,-0.027782,0.039555,0.383851,-0.047358,-0.049279
2336,231773820,-77.273521,-3.607330,0.036421,0.007865,0.002294,0.035151,1.092529,0.150289,0.013210
2337,231790487,-77.260338,-3.606007,0.035921,0.005405,0.009320,0.030797,1.145714,0.060273,0.040295
2338,231807154,-77.255432,-3.606322,0.036301,-0.001053,0.023399,0.036061,0.652695,-0.022321,-0.040481
2339,231823821,-77.258369,-3.606763,0.036996,-0.004135,0.011820,0.043943,0.183713,-0.038573,-0.044259
2340,231840488,-77.263908,-3.606745,0.037624,0.002494,0.007720,0.050604,0.027002,-0.026599,-0.019350
2341,231857155,-77.264366,-3.606715,0.038508,-0.009489,-0.000601,0.033816,0.332895,-0.038432,-0.016341
2342,231873822,-77.256569,-3.605926,0.037775,0.009391,-0.004981,0.042103,0.820663,0.063129,0.008049
2343,231890489,-77.247459,-3.605051,0.037862,0.001335,0.001727,0.034050,0.904583,0.023544,0.021918
2344,231907156,-77.246521,-3.603426,0.037483,0.005523,0.012061,0.044301,0.410040,0.064819,0.058941
2345,231923823,-77.256210,-3.604581,0.038254,0.000572,0.020589,0.041926,-0.220487,-0.064787,-0.082217
2346,231940490,-77.267059,-3.604990,0.039669,-0.010454,0.001483,0.030979,-0.289308,-0.065504,-0.036370
2347,231957157,-77.272423,-3.605885,0.039710,-0.007770,-0.015222,0.053926,0.034648,-0.005199,-0.079745
2348,231973824,-77.270027,-3.607076,0.039397,-0.001058,0.005187,0.058860,0.499992,0.016808,-0.104359
2349,231990491,-77.262009,-3.605589,0.039156,-0.004949,0.007245,0.035846,0.837222,0.044969,0.055368
2350,232007158,-77.259575,-3.605023,0.039374,-0.013053,0.020936,0.047934,0.502835,0.004386,0.006666
2351,232023825,-77.264793,-3.605814,0.039695,0.006506,0.025523,0.051166,0.046583,-0.028007,-0.069603
2352,232040492,-77.271416,-3.606268,0.040199,0.001225,-0.001694,0.043456,-0.037138,-0.031644,-0.047345
2353,232057159,-77.273682,-3.607466,0.040414,-0.010674,0.000423,0.031920,0.222120,-0.019786,-0.096521
2354,232073826,-77.270638,-3.607141,0.040911,-0.005380,-0.000977,0.042096,0.540294,-0.005635,-0.005520
2355,232090493,-77.261406,-3.606915,0.041640,-0.003874,0.004288,0.037104,0.912548,-0.018006,-0.008299
2356,232107160,-77.253944,-3.606763,0.042878,-0.003130,0.008498,0.030372,0.809624,-0.057257,-0.004495
2357,232123827,-77.254196,-3.605702,0.042554,0.005441,0.008055,0.047833,0.341270,0.036773,0.030024
2358,232140494,-77.260918,-3.605741,0.042339,0.010928,0.009100,0.040354,-0.048459,0.016219,-0.032362
2359,232157161,-77.265724,-3.606417,0.042407,0.003588,-0.000091,0.024828,0.070902,-0.018966,-0.063353
2360,232173828,-77.262772,-3.605637,0.043037,0.013154,0.002136,0.048528,0.535299,-0.007376,0.021982
2361,232190495,-77.255547,-3.605834,0.043131,0.004703,0.002663,0.043986,0.790145,0.013632,-0.042056
2362,232207162,-77.251022,-3.604797,0.042225,0.004036,0.001161,0.057959,0.625405,0.071760,0.020970
2363,232223829,-77.252090,-3.604098,0.043230,-0.005369,0.027705,0.044540,0.296473,-0.036601,0.024646
2364,232240496,-77.260094,-3.605858,0.042647,-0.013658,0.022415,0.042554,-0.124747,0.010725,-0.137579
2365,232257163,-77.269775,-3.606081,0.042508,-0.007513,0.002783,0.043217,-0.222984,-0.006045,-0.039111
2366,232273830,-77.272209,-3.605165,0.042728,-0.011986,-0.004111,0.032446,0.210773,0.016731,0.026221
2367,232290497,-77.264336,-3.604712,0.041853,-0.003846,0.002272,0.057217,0.827463,0.054408,-0.011282
2368,232307164,-77.255257,-3.603747,0.041353,-0.006252,0.008954,0.038584,0.899448,0.053319,0.019600
2369,232323831,-77.253357,-3.603260,0.040961,-0.002406,0.003660,0.047891,0.471190,0.030972,-0.004085
2370,232340498,-77.261185,-3.604132,0.042510,-0.011895,0.022768,0.041616,-0.108086,-0.075814,-0.062341
2371,232357165,-77.273834,-3.604368,0.043292,-0.004147,0.007017,0.042601,-0.400800,-0.031657,-0.033143
2372,232373832,-77.279327,-3.604159,0.042106,-0.006740,-0.015889,0.056507,0.024774,0.076409,-0.031171
2373,232390499,-77.274612,-3.603306,0.042385,-0.007718,-0.012786,0.035931,0.640068,0.013491,0.022699
2374,232407166,-77.262772,-3.602279,0.042055,-0.005067,0.003033,0.050910,1.065853,0.042139,0.027386
2375,232423833,-77.254395,-3.603410,0.042229,-0.009172,0.021216,0.053039,0.860452,-0.010988,-0.094729
2376,232440500,-77.253777,-3.602725,0.042182,0.010166,0.012564,0.040730,0.394224,0.011276,0.013696
2377,232457167,-77.259094,-3.603176,0.043472,0.007955,0.015056,0.037138,0.042549,-0.072407,-0.038586
2378,232473834,-77.261810,-3.603230,0.044131,0.011228,-0.000399,0.056585,0.197506,-0.040442,-0.020862
2379,232490501,-77.255371,-3.601835,0.043512,0.000488,-0.001816,0.038777,0.740431,0.070800,0.043522
2380,232507168,-77.247818,-3.601169,0.043593,-0.006058,0.007265,0.034719,0.809880,0.009496,0.012646
2381,232523835,-77.245209,-3.600598,0.042909,-0.001533,0.019655,0.043530,0.511620,0.044649,-0.001793
2382,232540502,-77.250793,-3.601754,0.043438,-0.004654,0.027366,0.038865,0.022712,-0.031696,-0.091232
2383,232557169,-77.257004,-3.601552,0.042900,-0.010200,0.007994,0.046898,-0.017391,0.033636,-0.021950
2384,232573836,-77.259811,-3.601560,0.042361,0.005185,-0.005849,0.057066,0.185634,0.059121,-0.041557
2385,232590503,-77.257286,-3.601492,0.042043,0.019668,-0.000079,0.050865,0.506139,0.023532,-0.027892
2386,232607170,-77.254166,-3.600227,0.041939,0.002987,0.007554,0.037727,0.543892,0.017794,0.048145
2387,232623837,-77.255341,-3.600692,0.040699,-0.001520,0.016876,0.040170,0.282233,0.063321,-0.069116
2388,232640504,-77.261742,-3.601058,0.040714,-0.001876,0.003414,0.051232,-0.026317,-0.002741,-0.048767
2389,232657171,-77.267639,-3.600726,0.042630,-0.002138,-0.005690,0.055326,0.009022,-0.088351,0.012864
2390,232673838,-77.268814,-3.600916,0.043011,0.001848,0.001260,0.045173,0.287855,-0.018287,-0.034500
2391,232690505,-77.267830,-3.601124,0.042884,0.005798,-0.006546,0.028109,0.415124,0.017820,-0.042760
2392,232707172,-77.264412,-3.601880,0.042755,-0.006236,0.020492,0.049520,0.559785,0.017999,-0.077158
2393,232723839,-77.259361,-3.601938,0.043156,-0.019015,0.027472,0.034473,0.661787,-0.009784,-0.028276
2394,232740506,-77.254601,-3.601703,0.042958,0.018326,0.021742,0.052754,0.641092,0.016155,-0.015265
2395,232757173,-77.255142,-3.603033,0.041860,-0.000574,0.016374,0.040350,0.321395,0.025261,-0.113836
2396,232773840,-77.258682,-3.603198,0.041339,-0.016127,-0.002439,0.043844,0.142746,0.033367,-0.043900
2397,232790507,-77.261803,-3.604038,0.041514,-0.003417,-0.004089,0.029963,0.170318,-0.003919,-0.077978
2398,232807174,-77.257759,-3.604410,0.042037,0.009969,-0.007860,0.048146,0.599561,-0.008836,-0.047563
2399,232823841,-77.247864,-3.603315,0.041359,0.000115,0.005728,0.041359,0.946524,0.067240,0.026362
2400,232840508,-77.239464,-3.602086,0.041130,-0.009492,0.020958,0.036080,0.858877,0.040667,0.039757
2401,232857175,-77.242950,-3.601251,0.041947,-0.002396,0.018441,0.040203,0.150084,-0.034539,0.033546
2402,232873842,-77.252251,-3.600971,0.043116,-0.005225,0.011233,0.049294,-0.197320,-0.048856,0.001735
2403,232890509,-77.261185,-3.601881,0.044652,-0.017533,0.005375,0.061621,-0.173910,-0.077875,-0.064992
2404,232907176,-77.263321,-3.601616,0.045186,-0.000874,-0.010773,0.045996,0.230060,-0.016098,-0.007812
2405,232923843,-77.256210,-3.601362,0.045369,0.002323,-0.000213,0.045814,0.783909,0.004335,-0.011449
2406,232940510,-77.244026,-3.600924,0.044492,0.000011,0.017965,0.047727,1.083782,0.071210,-0.016648
2407,232957177,-77.242386,-3.601252,0.044414,0.007789,0.036203,0.054387,0.455362,-0.002753,-0.046026
2408,232973844,-77.256325,-3.601519,0.044890,0.002790,0.013310,0.043920,-0.476563,-0.027828,-0.037036
2409,232990511,-77.271233,-3.603288,0.046157,-0.009542,-0.014220,0.043444,-0.533564,-0.091540,-0.114924
2410,233007178,-77.274628,-3.603546,0.045718,0.004417,-0.014156,0.043204,0.149661,0.038451,-0.049970
2411,233023845,-77.266129,-3.604404,0.046025,0.001414,-0.004978,0.038862,0.868674,-0.020029,-0.074098
2412,233040512,-77.251518,-3.603634,0.044714,-0.013377,0.007447,0.052793,1.226880,0.107144,-0.002766
2413,233057179,-77.242744,-3.603950,0.045137,0.007609,0.024669,0.042922,0.883901,-0.007556,-0.044515
2414,233073846,-77.245743,-3.605040,0.045107,0.021271,0.034453,0.058287,0.175710,0.010495,-0.096265
2415,233090513,-77.257240,-3.606529,0.047799,-0.004129,0.017573,0.036480,-0.324385,-0.156788,-0.083280
2416,233107180,-77.260590,-3.606653,0.048975,-0.009798,-0.010168,0.033174,0.160099,-0.062956,-0.019133
2417,233123847,-77.249756,-3.606125,0.049425,0.004438,-0.005747,0.038690,1.005561,0.006743,0.004284
2418,233140514,-77.235573,-3.605630,0.046627,0.008078,0.005659,0.034369,1.196811,0.185020,-0.038317
2419,233157181,-77.227081,-3.605425,0.046574,0.006186,0.022395,0.060866,0.865485,0.013325,-0.015982
2420,233173848,-77.229828,-3.605172,0.046372,-0.005154,0.016514,0.038038,0.191641,0.031100,-0.019325
2421,233190515,-77.239609,-3.605913,0.047441,0.004175,0.001888,0.044851,-0.227313,-0.064839,-0.057001
2422,233207182,-77.247467,-3.606189,0.047246,-0.002798,-0.011838,0.039414,-0.114758,0.005423,-0.044284
2423,233223849,-77.246742,-3.604980,0.047395,-0.000469,-0.002707,0.044021,0.400730,0.020445,0.043394
2424,233240516,-77.238869,-3.603757,0.046421,-0.000213,-0.009600,0.043653,0.826093,0.081544,0.030165
2425,233257183,-77.234795,-3.602703,0.045157,-0.000322,0.027090,0.056094,0.595758,0.088844,0.018102
2426,233273850,-77.239426,-3.603319,0.045910,0.003534,0.022722,0.053010,0.080930,-0.045821,-0.053992
2427,233290517,-77.250099,-3.603594,0.046757,-0.012726,0.013872,0.047215,-0.279908,-0.050201,-0.032503
2428,233307184,-77.257347,-3.604200,0.047564,-0.004085,-0.013985,0.045445,-0.076556,-0.046295,-0.052724
2429,233323851,-77.255455,-3.604500,0.047839,0.012068,0.000114,0.045474,0.471498,-0.006237,-0.044284
2430,233340518,-77.247536,-3.603877,0.048126,-0.002101,0.010214,0.043612,0.833456,-0.003637,0.012288
2431,233357185,-77.243416,-3.603419,0.047962,-0.011193,0.030868,0.043432,0.602788,0.017193,-0.001947
2432,233373852,-77.245750,-3.603771,0.047531,-0.007323,0.001569,0.040881,0.214065,0.035890,-0.056399
2433,233390519,-77.249077,-3.603740,0.046649,0.000613,0.011000,0.028222,0.152082,0.073246,-0.040302
2434,233407186,-77.250298,-3.603458,0.046607,-0.002432,-0.003144,0.045814,0.282502,0.020958,-0.014010
2435,233423853,-77.247108,-3.602932,0.045347,-0.003054,0.009866,0.034388,0.542573,0.093570,-0.015227
2436,233440520,-77.237968,-3.602514,0.044621,0.008144,0.011994,0.045151,0.902470,0.055355,-0.012601
2437,233457187,-77.229759,-3.601295,0.044612,-0.006756,0.010804,0.045689,0.847403,0.030959,0.041217
2438,233473854,-77.234657,-3.602838,0.044705,-0.002983,0.022358,0.041282,0.062028,-0.008926,-0.119317
2439,233490521,-77.247948,-3.602830,0.044832,-0.002558,0.004617,0.034109,-0.439527,0.004629,-0.026701
2440,233507188,-77.254646,-3.602868,0.044213,-0.013498,-0.004126,0.026535,-0.048075,0.047992,-0.039802
2441,233523855,-77.247963,-3.602895,0.043630,0.016142,0.008441,0.025656,0.753839,0.031292,-0.034859
2442,233540522,-77.234909,-3.602500,0.043183,0.005343,0.012192,0.058730,1.137927,0.050937,-0.014279
2443,233557189,-77.224983,-3.601542,0.042266,-0.009884,0.025326,0.043325,0.947651,0.066599,0.017474
2444,233573856,-77.228554,-3.603270,0.043007,0.007412,0.027627,0.036194,0.145538,-0.050918,-0.121507
2445,233590523,-77.243584,-3.603706,0.044939,-0.017174,0.015335,0.037049,-0.539993,-0.095177,-0.031811
2446,233607190,-77.255989,-3.603657,0.045512,-0.010139,-0.024762,0.032449,-0.386099,-0.031657,-0.016264
2447,233623857,-77.255920,-3.604010,0.045481,-0.007515,-0.010433,0.047676,0.360556,0.012723,-0.051994
2448,233640524,-77.246925,-3.603580,0.044175,0.015501,0.000617,0.041979,0.890419,0.088793,-0.020362
2449,233657191,-77.239944,-3.603179,0.044012,0.007765,0.020170,0.044707,0.775098,0.018563,-0.005225
2450,233673858,-77.240494,-3.603109,0.044350,-0.011384,0.028239,0.045793,0.324929,-0.006390,-0.020926
2451,233690525,-77.252556,-3.603970,0.045107,-0.006943,0.017180,0.037410,-0.364648,-0.059242,-0.065556
2452,233707192,-77.263199,-3.603960,0.046119,-0.001789,-0.008581,0.036709,-0.279332,-0.039994,-0.016943
2453,233723859,-77.256805,-3.603232,0.046077,-0.026516,-0.009097,0.021786,0.739496,0.033380,0.009906
2454,233740526,-77.238022,-3.603534,0.044214,0.010430,0.010147,0.026140,1.475183,0.110922,-0.070204
2455,233757193,-77.223602,-3.602828,0.041705,-0.001214,0.033439,0.054092,1.212941,0.155559,-0.019030
2456,233773860,-77.222473,-3.603480,0.042360,-0.008624,0.027787,0.049115,0.425280,-0.021054,-0.062585
2457,233790527,-77.231140,-3.604459,0.042910,0.004025,0.008147,0.037602,-0.162589,-0.033322,-0.079604
2458,233807194,-77.239471,-3.605341,0.042336,-0.000629,-0.003916,0.042457,-0.146556,0.031536,-0.088197
2459,233823861,-77.235237,-3.605503,0.041863,-0.001208,-0.017453,0.043478,0.608180,0.042293,-0.045322
2460,233840528,-77.220009,-3.604518,0.040133,-0.013425,0.012413,0.043875,1.263737,0.113688,0.008523
2461,233857195,-77.210579,-3.603897,0.040379,0.003057,0.037189,0.049262,0.921897,0.016130,0.008215
2462,233873862,-77.217087,-3.602494,0.040746,-0.013596,0.025266,0.043652,-0.033297,0.009278,0.058032
2463,233890529,-77.234154,-3.603539,0.042162,-0.007794,0.022480,0.042371,-0.663356,-0.084919,-0.072023
2464,233907196,-77.248184,-3.604283,0.043622,-0.000276,-0.007305,0.043670,-0.480609,-0.082883,-0.053876
2465,233923863,-77.247978,-3.603003,0.044031,-0.000123,-0.013449,0.036565,0.370007,0.007998,0.050668
2466,233940530,-77.233086,-3.601368,0.042677,-0.001083,0.003894,0.041338,1.245309,0.101996,0.050822
2467,233957197,-77.221153,-3.600047,0.041933,-0.005863,0.043976,0.040892,1.068863,0.070096,0.038874
2468,233973864,-77.226105,-3.600991,0.043938,-0.007356,0.026738,0.037116,0.065703,-0.121737,-0.056527
2469,233990531,-77.240166,-3.601940,0.045711,0.006484,0.007718,0.038581,-0.481135,-0.101042,-0.062469
2470,234007198,-77.247177,-3.603013,0.045886,0.000380,-0.013266,0.045196,-0.064211,-0.014023,-0.089427
2471,234023865,-77.241219,-3.602576,0.044211,0.022965,-0.013619,0.040182,0.707954,0.106555,-0.022885
2472,234040532,-77.226852,-3.602989,0.043554,0.000684,-0.002265,0.047593,1.216059,0.038464,-0.060741
2473,234057199,-77.218590,-3.602612,0.043266,0.003211,0.015444,0.050120,0.851091,0.019792,-0.007402
2474,234073866,-77.223686,-3.602758,0.044446,0.000524,0.019130,0.057875,0.053396,-0.059524,-0.021118
2475,234090533,-77.236740,-3.604118,0.045417,0.005903,-0.003607,0.048306,-0.423967,-0.072266,-0.093230
2476,234107200,-77.238068,-3.603977,0.044809,0.003718,-0.015173,0.050336,0.272718,0.050028,-0.029352
2477,234123867,-77.222679,-3.602462,0.044588,0.001099,-0.005773,0.038726,1.279617,0.033021,0.060017
2478,234140534,-77.207581,-3.601382,0.042954,0.011441,0.033424,0.048471,1.255157,0.110897,0.014900
2479,234157201,-77.207718,-3.601485,0.042162,0.001849,0.027245,0.060446,0.345035,0.053947,-0.044809
2480,234173868,-77.225838,-3.602156,0.043643,-0.015679,0.031946,0.050750,-0.724058,-0.096893,-0.045514
2481,234190535,-77.243729,-3.603148,0.044559,-0.002657,0.000253,0.033572,-0.715094,-0.055541,-0.074789
2482,234207202,-77.246078,-3.603798,0.044720,-0.000958,-0.029635,0.050825,0.215384,-0.010975,-0.064326
2483,234223869,-77.227089,-3.601919,0.043570,0.006674,-0.013871,0.028253,1.490742,0.100395,0.066459
2484,234240536,-77.203644,-3.600826,0.041235,-0.010861,0.031417,0.042437,1.753874,0.158972,0.004348
2485,234257203,-77.199760,-3.601547,0.041211,0.001298,0.039372,0.052981,0.588996,0.000070,-0.070371
2486,234273870,-77.217613,-3.602190,0.042833,-0.003281,0.022952,0.048584,-0.708627,-0.088863,-0.046961
2487,234290537,-77.240089,-3.603979,0.043803,-0.004565,-0.006022,0.028686,-0.989547,-0.072996,-0.119560
2488,234307204,-77.246689,-3.604150,0.044753,0.009957,-0.017955,0.029770,-0.037766,-0.035807,-0.029263
2489,234323871,-77.233170,-3.603709,0.043299,-0.000231,-0.007864,0.045445,1.162874,0.090355,-0.019274
2490,234340538,-77.212234,-3.601799,0.041183,0.006194,0.018126,0.047599,1.602401,0.162160,0.054549
2491,234357205,-77.207428,-3.600945,0.040654,0.006989,0.042164,0.046337,0.643308,0.040743,0.017807
2492,234373872,-77.219521,-3.602339,0.041001,-0.003514,0.033623,0.051552,-0.370308,-0.026163,-0.106331
2493,234390539,-77.237587,-3.603980,0.041551,-0.007004,-0.001590,0.034751,-0.725774,-0.051289,-0.115411
2494,234407206,-77.241447,-3.605937,0.041575,0.001697,-0.029532,0.035138,0.124010,-0.013716,-0.143418
2495,234423873,-77.229431,-3.604712,0.041107,-0.017508,-0.006325,0.029368,1.075215,0.041781,0.040359
2496,234440540,-77.210785,-3.602026,0.039901,0.010281,0.024221,0.048188,1.469740,0.117108,0.112497
2497,234457207,-77.205315,-3.601948,0.038262,-0.017112,0.037345,0.047244,0.676758,0.115084,-0.048805
2498,234473874,-77.215340,-3.603372,0.038383,0.007046,0.024884,0.054106,-0.244063,-0.015982,-0.110480
2499,234490541,-77.230721,-3.603773,0.038903,0.009690,-0.003919,0.048446,-0.566963,-0.016635,-0.047704
2500,234507208,-77.233208,-3.603954,0.039214,0.000538,-0.022402,0.040736,0.207802,-0.009682,-0.034705
